transaction_id,investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
29841,INV003779,2025-04-16,118633,SIP,7704,Delhi,New Delhi,T30,26-35,Male,21.9,Mandate,Verified
29842,INV004920,2025-04-16,119095,SIP,7083,Rajasthan,Jaipur,T30,56+,Male,16.3,Net Banking,Verified
29843,INV001174,2025-04-16,101207,Lumpsum,131768,Maharashtra,Nashik,B30,36-45,Male,12.7,Cheque,Verified
29844,INV001006,2025-04-16,100033,Redemption,343183,Tamil Nadu,Coimbatore,B30,56+,Female,75.6,Mandate,Verified
29845,INV004633,2025-04-16,120507,Redemption,216174,Telangana,Hyderabad,T30,18-25,Female,4.9,Cheque,Pending
29846,INV002131,2025-04-16,119092,Redemption,183929,Madhya Pradesh,Bhopal,B30,46-55,Male,75.1,Net Banking,Verified
29847,INV004917,2025-04-16,101206,SIP,24703,Uttar Pradesh,Kanpur,B30,26-35,Male,18.3,Mandate,Verified
29848,INV003590,2025-04-16,149324,SIP,2701,Karnataka,Bangalore,T30,46-55,Female,23.1,Cheque,Verified
29849,INV003920,2025-04-16,119551,SIP,5083,Punjab,Chandigarh,T30,26-35,Male,20.3,Mandate,Verified
29850,INV000189,2025-04-16,125497,Lumpsum,105769,Uttar Pradesh,Lucknow,T30,36-45,Male,47.3,Net Banking,Verified
29851,INV001145,2025-04-16,119552,SIP,856,Delhi,Gurugram,T30,18-25,Female,4.3,Cheque,Verified
29852,INV004938,2025-04-16,119092,SIP,6595,Karnataka,Bangalore,T30,18-25,Male,6.3,UPI,Verified
29853,INV002030,2025-04-16,148567,Lumpsum,422384,Madhya Pradesh,Bhopal,B30,36-45,Male,31.7,UPI,Verified
29854,INV003171,2025-04-16,119095,Redemption,280716,Rajasthan,Jaipur,T30,36-45,Female,16.3,Mandate,Verified
29855,INV003566,2025-04-16,119551,Redemption,247946,Tamil Nadu,Coimbatore,B30,26-35,Male,8.7,Cheque,Verified
29856,INV003536,2025-04-16,119551,Redemption,388934,Maharashtra,Nashik,B30,36-45,Male,36.9,Mandate,Verified
29857,INV000253,2025-04-16,149324,SIP,26261,Delhi,New Delhi,T30,26-35,Female,7.2,Mandate,Verified
29858,INV003936,2025-04-16,120841,Lumpsum,493266,Punjab,Chandigarh,T30,36-45,Male,19.8,Net Banking,Verified
29859,INV002668,2025-04-16,102885,Lumpsum,290449,Delhi,Gurugram,T30,26-35,Male,9.8,Cheque,Pending
29860,INV003158,2025-04-16,120503,SIP,2074,Karnataka,Mysore,B30,26-35,Male,21.1,UPI,Verified
29861,INV003158,2025-04-16,120506,SIP,2388,Karnataka,Mysore,B30,26-35,Male,21.1,Net Banking,Verified
29862,INV002896,2025-04-16,120507,SIP,1905,Maharashtra,Nashik,B30,26-35,Male,21.5,Mandate,Verified
29863,INV000079,2025-04-16,120504,SIP,1079,Gujarat,Surat,T30,26-35,Male,17.0,Mandate,Verified
29864,INV000032,2025-04-16,102885,Redemption,374154,Delhi,Noida,T30,36-45,Male,21.8,Net Banking,Verified
29865,INV001752,2025-04-16,125498,SIP,1153,Rajasthan,Udaipur,B30,26-35,Female,13.4,Cheque,Verified
29866,INV000616,2025-04-16,119092,Lumpsum,542928,Maharashtra,Nashik,B30,36-45,Male,50.4,UPI,Verified
29867,INV002882,2025-04-16,120503,Redemption,304225,Gujarat,Ahmedabad,T30,36-45,Male,52.7,Cheque,Verified
29868,INV003227,2025-04-16,100016,SIP,2695,Maharashtra,Mumbai,T30,36-45,Male,41.8,UPI,Verified
29869,INV003009,2025-04-16,118636,SIP,3082,Karnataka,Bangalore,T30,26-35,Male,20.1,Cheque,Verified
29870,INV001284,2025-04-16,102886,SIP,24551,West Bengal,Kolkata,T30,36-45,Male,49.0,Mandate,Verified
29871,INV002177,2025-04-16,118633,SIP,2544,Haryana,Gurugram,T30,26-35,Male,13.2,Mandate,Verified
29872,INV004237,2025-04-16,148569,SIP,2430,Haryana,Faridabad,B30,36-45,Male,14.1,Cheque,Verified
29873,INV003908,2025-04-16,101206,SIP,3163,Tamil Nadu,Coimbatore,B30,26-35,Female,13.8,Mandate,Verified
29874,INV000657,2025-04-16,101208,SIP,2271,Tamil Nadu,Coimbatore,B30,26-35,Female,11.4,Mandate,Verified
29875,INV001110,2025-04-16,120843,Redemption,114866,Punjab,Amritsar,B30,26-35,Male,21.9,Net Banking,Verified
29876,INV003381,2025-04-16,118636,Redemption,14150,Madhya Pradesh,Indore,T30,36-45,Female,12.1,Net Banking,Verified
29877,INV003324,2025-04-16,120843,Redemption,576758,Karnataka,Mysore,B30,26-35,Male,20.7,Net Banking,Verified
29878,INV001066,2025-04-16,101206,Lumpsum,314748,Haryana,Gurugram,T30,26-35,Male,23.2,UPI,Verified
29879,INV000530,2025-04-16,149323,Lumpsum,46713,West Bengal,Kolkata,T30,18-25,Male,5.3,Mandate,Verified
29880,INV000223,2025-04-16,120507,SIP,3273,West Bengal,Kolkata,T30,26-35,Male,6.3,Cheque,Verified
29881,INV003844,2025-04-16,125497,Lumpsum,397726,Maharashtra,Nashik,B30,26-35,Female,15.9,UPI,Verified
29882,INV001255,2025-04-16,149324,SIP,2879,Punjab,Amritsar,B30,26-35,Male,14.3,Net Banking,Verified
29883,INV001023,2025-04-16,119094,SIP,4274,Gujarat,Ahmedabad,T30,36-45,Male,27.1,Cheque,Verified
29884,INV000865,2025-04-16,100025,SIP,26677,Tamil Nadu,Coimbatore,B30,26-35,Male,24.2,Cheque,Verified
29885,INV003712,2025-04-16,101208,SIP,55025,Maharashtra,Pune,T30,46-55,Male,82.6,Net Banking,Verified
29886,INV000312,2025-04-16,100033,Redemption,528668,Gujarat,Ahmedabad,T30,18-25,Male,7.1,Cheque,Verified
29887,INV000495,2025-04-16,119120,Lumpsum,210318,Gujarat,Surat,T30,26-35,Female,7.6,Cheque,Verified
29888,INV000318,2025-04-16,125498,SIP,8203,Madhya Pradesh,Bhopal,B30,46-55,Female,47.5,Net Banking,Verified
29889,INV004283,2025-04-16,119095,SIP,45663,Telangana,Hyderabad,T30,26-35,Male,9.6,UPI,Verified
29890,INV002462,2025-04-16,119598,SIP,7150,Madhya Pradesh,Indore,T30,36-45,Male,19.6,UPI,Verified
29891,INV000221,2025-04-16,101207,SIP,1147,Uttar Pradesh,Agra,B30,36-45,Female,46.2,Mandate,Verified
29892,INV002744,2025-04-16,119120,SIP,10686,Karnataka,Bangalore,T30,36-45,Male,25.9,UPI,Verified
29893,INV001051,2025-04-16,120844,SIP,6502,Haryana,Gurugram,T30,26-35,Male,8.2,Net Banking,Verified
29894,INV004680,2025-04-16,118634,SIP,409,Punjab,Chandigarh,T30,36-45,Male,26.8,Cheque,Pending
29895,INV001895,2025-04-16,120841,Lumpsum,208680,Gujarat,Ahmedabad,T30,36-45,Male,56.4,Net Banking,Verified
29896,INV004166,2025-04-16,119552,Redemption,189745,Telangana,Hyderabad,T30,26-35,Male,6.1,UPI,Verified
29897,INV000072,2025-04-17,119599,Redemption,590635,Gujarat,Ahmedabad,T30,18-25,Female,6.4,UPI,Verified
29898,INV002869,2025-04-17,119599,Lumpsum,147396,Haryana,Faridabad,B30,26-35,Male,19.9,Cheque,Verified
29899,INV000830,2025-04-17,120844,SIP,7824,Tamil Nadu,Chennai,T30,36-45,Female,43.0,Net Banking,Verified
29900,INV003683,2025-04-17,101208,SIP,10577,Telangana,Hyderabad,T30,26-35,Female,21.0,Net Banking,Verified
29901,INV000701,2025-04-17,119552,SIP,3199,West Bengal,Kolkata,T30,36-45,Female,55.6,Cheque,Verified
29902,INV003927,2025-04-17,102885,SIP,2058,Haryana,Gurugram,T30,36-45,Female,15.3,Cheque,Verified
29903,INV001564,2025-04-17,148569,SIP,8651,Haryana,Faridabad,B30,46-55,Male,43.2,Net Banking,Verified
29904,INV003037,2025-04-17,119092,SIP,1610,Telangana,Hyderabad,T30,18-25,Female,7.6,Cheque,Verified
29905,INV002094,2025-04-17,120506,SIP,29767,Punjab,Amritsar,B30,26-35,Female,25.0,Net Banking,Verified
29906,INV001933,2025-04-17,102886,Lumpsum,126992,Rajasthan,Udaipur,B30,26-35,Male,16.4,Mandate,Verified
29907,INV003928,2025-04-17,119599,SIP,51667,Rajasthan,Jaipur,T30,36-45,Male,22.8,UPI,Verified
29908,INV003580,2025-04-17,101206,SIP,17051,Gujarat,Ahmedabad,T30,26-35,Male,22.5,Mandate,Pending
29909,INV003684,2025-04-17,102885,Lumpsum,529049,Karnataka,Bangalore,T30,36-45,Male,42.9,Cheque,Verified
29910,INV003043,2025-04-17,149323,SIP,587,Karnataka,Bangalore,T30,26-35,Male,21.2,Mandate,Verified
29911,INV000639,2025-04-17,102887,SIP,53339,Tamil Nadu,Coimbatore,B30,18-25,Female,3.6,Cheque,Verified
29912,INV001079,2025-04-17,102887,SIP,58029,West Bengal,Kolkata,T30,26-35,Male,10.1,Cheque,Verified
29913,INV003124,2025-04-17,148569,Lumpsum,236095,West Bengal,Kolkata,T30,36-45,Male,28.8,Mandate,Verified
29914,INV003345,2025-04-17,119095,SIP,4704,Maharashtra,Pune,T30,26-35,Female,17.7,Cheque,Verified
29915,INV002227,2025-04-17,101206,Lumpsum,106087,Uttar Pradesh,Lucknow,T30,26-35,Female,12.5,Net Banking,Verified
29916,INV002870,2025-04-17,148567,Lumpsum,13883,Karnataka,Mysore,B30,26-35,Female,23.7,Net Banking,Verified
29917,INV000038,2025-04-17,120504,Lumpsum,237886,West Bengal,Kolkata,T30,56+,Female,22.4,Net Banking,Verified
29918,INV003054,2025-04-17,102886,SIP,4822,Telangana,Hyderabad,T30,56+,Female,77.1,Mandate,Verified
29919,INV003815,2025-04-17,125498,SIP,9785,Gujarat,Surat,T30,36-45,Male,38.7,Net Banking,Verified
29920,INV003906,2025-04-17,102887,SIP,820,Haryana,Faridabad,B30,36-45,Male,39.7,UPI,Verified
29921,INV003355,2025-04-17,100025,Redemption,441044,West Bengal,Kolkata,T30,26-35,Female,14.6,Mandate,Verified
29922,INV002872,2025-04-17,119120,SIP,417,West Bengal,Kolkata,T30,36-45,Male,47.5,Mandate,Verified
29923,INV004025,2025-04-17,120506,Lumpsum,294086,Gujarat,Ahmedabad,T30,56+,Male,18.7,Net Banking,Verified
29924,INV002712,2025-04-17,120504,SIP,20347,Karnataka,Bangalore,T30,46-55,Male,24.8,Mandate,Verified
29925,INV001345,2025-04-17,120505,Lumpsum,175458,Tamil Nadu,Coimbatore,B30,26-35,Male,17.3,UPI,Pending
29926,INV001651,2025-04-17,120843,Redemption,5101,Gujarat,Ahmedabad,T30,18-25,Male,4.1,Net Banking,Verified
29927,INV002712,2025-04-17,101207,SIP,9060,Karnataka,Bangalore,T30,46-55,Male,24.8,Cheque,Verified
29928,INV004519,2025-04-17,101208,SIP,9469,Tamil Nadu,Coimbatore,B30,18-25,Female,6.2,Cheque,Verified
29929,INV001202,2025-04-17,120842,SIP,6835,Karnataka,Bangalore,T30,26-35,Male,11.3,UPI,Pending
29930,INV000709,2025-04-17,148569,Lumpsum,256660,Telangana,Hyderabad,T30,26-35,Female,13.6,Mandate,Verified
29931,INV000574,2025-04-17,118633,Redemption,160777,Rajasthan,Jaipur,T30,46-55,Female,37.0,Net Banking,Verified
29932,INV001671,2025-04-17,101208,SIP,2769,Punjab,Chandigarh,T30,56+,Male,31.2,UPI,Verified
29933,INV002458,2025-04-17,120504,SIP,16299,West Bengal,Kolkata,T30,18-25,Male,7.1,UPI,Pending
29934,INV001740,2025-04-17,120842,Redemption,171037,Uttar Pradesh,Kanpur,B30,36-45,Female,53.9,Net Banking,Verified
29935,INV002926,2025-04-17,120842,SIP,8288,Telangana,Hyderabad,T30,26-35,Male,16.6,Mandate,Verified
29936,INV001024,2025-04-17,119598,Lumpsum,267420,Uttar Pradesh,Agra,B30,18-25,Female,6.7,UPI,Verified
29937,INV004764,2025-04-17,102887,SIP,927,Punjab,Amritsar,B30,46-55,Female,79.4,UPI,Verified
29938,INV003785,2025-04-17,102887,SIP,58728,Karnataka,Bangalore,T30,36-45,Male,28.2,Mandate,Verified
29939,INV002154,2025-04-17,148569,SIP,8237,Uttar Pradesh,Lucknow,T30,36-45,Male,40.5,UPI,Verified
29940,INV001236,2025-04-17,102886,SIP,898,Telangana,Hyderabad,T30,46-55,Male,93.7,Net Banking,Verified
29941,INV001497,2025-04-17,102887,SIP,2525,Maharashtra,Mumbai,T30,36-45,Male,56.8,Cheque,Verified
29942,INV002182,2025-04-17,118632,SIP,2246,Madhya Pradesh,Bhopal,B30,36-45,Male,54.3,Mandate,Verified
29943,INV001074,2025-04-17,120503,SIP,2141,Gujarat,Ahmedabad,T30,56+,Female,57.4,UPI,Pending
29944,INV000623,2025-04-17,120506,SIP,1750,Tamil Nadu,Chennai,T30,46-55,Male,48.9,Mandate,Verified
29945,INV000779,2025-04-17,119598,Lumpsum,314218,Gujarat,Ahmedabad,T30,36-45,Male,35.3,Mandate,Verified
29946,INV001794,2025-04-17,119092,Lumpsum,37810,Haryana,Gurugram,T30,26-35,Male,23.2,Cheque,Verified
29947,INV000401,2025-04-17,118633,SIP,40912,Uttar Pradesh,Agra,B30,26-35,Male,20.5,Net Banking,Verified
29948,INV002133,2025-04-17,118633,SIP,4192,Rajasthan,Udaipur,B30,26-35,Male,23.0,Cheque,Verified
29949,INV000553,2025-04-17,119093,SIP,897,Rajasthan,Jaipur,T30,36-45,Male,50.4,Net Banking,Verified
29950,INV002134,2025-04-17,119599,Redemption,291376,Rajasthan,Udaipur,B30,26-35,Male,24.8,Cheque,Verified
29951,INV001790,2025-04-17,120503,Lumpsum,44621,Punjab,Chandigarh,T30,46-55,Male,15.8,Net Banking,Verified
29952,INV004851,2025-04-17,120503,Lumpsum,234468,Uttar Pradesh,Lucknow,T30,26-35,Male,9.3,Mandate,Verified
29953,INV001698,2025-04-17,120844,SIP,10016,Maharashtra,Mumbai,T30,26-35,Male,9.7,Cheque,Verified
29954,INV002198,2025-04-17,101207,SIP,5293,Delhi,Gurugram,T30,36-45,Female,43.3,Cheque,Verified
29955,INV002122,2025-04-17,149324,SIP,15373,Gujarat,Ahmedabad,T30,46-55,Male,46.3,Cheque,Verified
29956,INV002904,2025-04-17,100025,SIP,5899,West Bengal,Kolkata,T30,36-45,Male,52.2,UPI,Verified
29957,INV002906,2025-04-17,119598,Redemption,323552,Telangana,Hyderabad,T30,26-35,Male,19.9,Net Banking,Verified
29958,INV003799,2025-04-17,119094,SIP,20584,Punjab,Amritsar,B30,18-25,Male,5.6,UPI,Verified
29959,INV001922,2025-04-17,100016,SIP,1196,West Bengal,Kolkata,T30,18-25,Male,5.5,UPI,Verified
29960,INV003191,2025-04-17,102887,Lumpsum,27146,Madhya Pradesh,Bhopal,B30,18-25,Female,6.8,Mandate,Pending
29961,INV000383,2025-04-17,120841,SIP,1839,Telangana,Hyderabad,T30,26-35,Female,23.4,Net Banking,Verified
29962,INV002688,2025-04-17,118634,SIP,2426,Uttar Pradesh,Lucknow,T30,26-35,Male,23.5,Mandate,Verified
29963,INV004064,2025-04-17,119093,SIP,5235,Uttar Pradesh,Lucknow,T30,26-35,Male,16.1,Net Banking,Verified
29964,INV002681,2025-04-17,102885,SIP,2891,Maharashtra,Nashik,B30,18-25,Female,7.2,Cheque,Verified
29965,INV004709,2025-04-17,120507,Lumpsum,401820,Haryana,Gurugram,T30,36-45,Male,59.1,Cheque,Verified
29966,INV004926,2025-04-17,119598,SIP,467,Karnataka,Mysore,B30,36-45,Male,45.3,Mandate,Verified
29967,INV003009,2025-04-17,119598,SIP,2724,Karnataka,Bangalore,T30,26-35,Male,20.1,Net Banking,Verified
29968,INV004807,2025-04-17,125497,SIP,1179,Maharashtra,Mumbai,T30,36-45,Male,31.4,Mandate,Verified
29969,INV001555,2025-04-17,118632,Lumpsum,21851,Punjab,Amritsar,B30,26-35,Male,14.2,Net Banking,Verified
29970,INV001277,2025-04-17,148569,SIP,26286,Maharashtra,Mumbai,T30,18-25,Male,7.0,UPI,Verified
29971,INV001843,2025-04-18,102885,SIP,504,West Bengal,Kolkata,T30,46-55,Male,51.9,UPI,Verified
29972,INV004601,2025-04-18,149324,Lumpsum,211154,Tamil Nadu,Chennai,T30,46-55,Male,54.6,Mandate,Verified
29973,INV002696,2025-04-18,102886,Redemption,447255,Punjab,Amritsar,B30,18-25,Male,7.1,Cheque,Verified
29974,INV004664,2025-04-18,119551,SIP,29019,Karnataka,Bangalore,T30,26-35,Male,18.6,Mandate,Verified
29975,INV001115,2025-04-18,120842,SIP,25561,Uttar Pradesh,Kanpur,B30,26-35,Male,20.7,Mandate,Pending
29976,INV004789,2025-04-18,148567,Redemption,321192,Gujarat,Surat,T30,56+,Male,78.2,Net Banking,Verified
29977,INV003851,2025-04-18,100033,Lumpsum,148435,Karnataka,Bangalore,T30,46-55,Male,60.6,Mandate,Pending
29978,INV004326,2025-04-18,119552,SIP,11057,Delhi,Gurugram,T30,26-35,Male,7.5,UPI,Verified
29979,INV001024,2025-04-18,149324,SIP,3248,Uttar Pradesh,Agra,B30,18-25,Female,6.7,UPI,Verified
29980,INV002294,2025-04-18,120503,Lumpsum,300237,Haryana,Gurugram,T30,26-35,Male,22.3,Net Banking,Verified
29981,INV001591,2025-04-18,120505,Redemption,516443,Rajasthan,Jaipur,T30,56+,Male,28.1,UPI,Verified
29982,INV003824,2025-04-18,118632,Lumpsum,207101,Telangana,Hyderabad,T30,26-35,Male,9.4,Mandate,Verified
29983,INV001658,2025-04-18,100016,SIP,49967,Rajasthan,Jaipur,T30,36-45,Female,48.4,Mandate,Verified
29984,INV003344,2025-04-18,119552,SIP,15659,Haryana,Gurugram,T30,36-45,Female,52.5,UPI,Verified
29985,INV000093,2025-04-18,101207,Redemption,331902,Maharashtra,Mumbai,T30,36-45,Female,59.0,Cheque,Pending
29986,INV003189,2025-04-18,148569,SIP,2093,Tamil Nadu,Chennai,T30,36-45,Female,44.6,Net Banking,Verified
29987,INV001899,2025-04-18,118633,SIP,8430,Gujarat,Ahmedabad,T30,26-35,Male,7.6,Mandate,Verified
29988,INV003641,2025-04-18,120842,SIP,439,Telangana,Hyderabad,T30,26-35,Female,13.1,UPI,Verified
29989,INV002567,2025-04-18,119094,Lumpsum,494585,Madhya Pradesh,Indore,T30,36-45,Male,20.3,UPI,Verified
29990,INV002939,2025-04-18,120843,SIP,549,Rajasthan,Udaipur,B30,18-25,Male,3.1,Mandate,Verified
29991,INV002060,2025-04-18,118632,SIP,853,Madhya Pradesh,Indore,T30,36-45,Male,31.8,Mandate,Verified
29992,INV000271,2025-04-18,149323,Lumpsum,340513,Tamil Nadu,Coimbatore,B30,26-35,Female,6.4,Net Banking,Verified
29993,INV002723,2025-04-18,120843,SIP,6917,West Bengal,Kolkata,T30,36-45,Female,54.4,Cheque,Verified
29994,INV002729,2025-04-18,148567,Lumpsum,55147,Uttar Pradesh,Kanpur,B30,26-35,Female,15.4,Net Banking,Verified
29995,INV000734,2025-04-18,119552,Lumpsum,450470,Maharashtra,Pune,T30,26-35,Female,15.2,Mandate,Verified
29996,INV003655,2025-04-18,119092,SIP,4537,Madhya Pradesh,Bhopal,B30,36-45,Female,24.9,Cheque,Verified
29997,INV003658,2025-04-18,120844,Redemption,101876,West Bengal,Kolkata,T30,26-35,Male,6.3,Mandate,Verified
29998,INV002911,2025-04-18,118635,Lumpsum,135843,Gujarat,Surat,T30,26-35,Male,24.1,UPI,Verified
29999,INV000128,2025-04-18,100016,Lumpsum,11439,Rajasthan,Jaipur,T30,36-45,Female,50.9,Net Banking,Verified
30000,INV003713,2025-04-18,119599,Redemption,30252,West Bengal,Kolkata,T30,36-45,Female,29.9,UPI,Verified
30001,INV002332,2025-04-18,119552,Lumpsum,82237,Punjab,Chandigarh,T30,26-35,Female,13.4,Mandate,Verified
30002,INV004763,2025-04-18,118636,SIP,11290,Karnataka,Bangalore,T30,46-55,Female,19.6,UPI,Pending
30003,INV001286,2025-04-18,101208,SIP,9252,Maharashtra,Pune,T30,36-45,Male,44.6,UPI,Verified
30004,INV002241,2025-04-18,149324,SIP,853,Punjab,Amritsar,B30,36-45,Female,41.4,Mandate,Verified
30005,INV002534,2025-04-18,101206,SIP,2272,Madhya Pradesh,Indore,T30,46-55,Male,31.0,Net Banking,Verified
30006,INV003736,2025-04-18,120843,SIP,1757,Karnataka,Mysore,B30,18-25,Male,4.9,Mandate,Verified
30007,INV003296,2025-04-18,100016,Lumpsum,354117,Haryana,Gurugram,T30,26-35,Female,11.3,Net Banking,Verified
30008,INV003627,2025-04-18,120504,SIP,877,Telangana,Hyderabad,T30,36-45,Male,39.9,UPI,Verified
30009,INV000257,2025-04-18,100025,Lumpsum,48184,Gujarat,Surat,T30,36-45,Male,27.9,Mandate,Verified
30010,INV000177,2025-04-18,148569,SIP,889,Rajasthan,Jaipur,T30,26-35,Male,17.6,UPI,Verified
30011,INV004660,2025-04-18,118632,Lumpsum,54839,Uttar Pradesh,Agra,B30,18-25,Male,4.9,Mandate,Pending
30012,INV001369,2025-04-18,149322,Redemption,366798,Gujarat,Ahmedabad,T30,46-55,Male,83.8,Mandate,Verified
30013,INV000072,2025-04-18,120844,SIP,5755,Gujarat,Ahmedabad,T30,18-25,Female,6.4,Cheque,Verified
30014,INV004978,2025-04-18,120841,SIP,8051,Uttar Pradesh,Lucknow,T30,46-55,Male,34.3,Net Banking,Verified
30015,INV001933,2025-04-18,102887,SIP,6752,Rajasthan,Udaipur,B30,26-35,Male,16.4,UPI,Verified
30016,INV002134,2025-04-18,149324,SIP,4454,Rajasthan,Udaipur,B30,26-35,Male,24.8,Net Banking,Verified
30017,INV004653,2025-04-18,119120,SIP,1857,Rajasthan,Jaipur,T30,46-55,Female,32.2,UPI,Verified
30018,INV003500,2025-04-18,120503,SIP,426,Maharashtra,Mumbai,T30,26-35,Male,15.5,Cheque,Verified
30019,INV004394,2025-04-18,119552,SIP,563,Tamil Nadu,Coimbatore,B30,26-35,Female,21.9,Cheque,Verified
30020,INV004285,2025-04-18,148567,SIP,3044,Punjab,Chandigarh,T30,26-35,Male,8.0,Cheque,Verified
30021,INV000692,2025-04-18,149324,SIP,1897,Uttar Pradesh,Agra,B30,46-55,Female,37.5,Cheque,Verified
30022,INV001418,2025-04-18,102886,SIP,432,Delhi,Noida,T30,36-45,Male,39.2,Cheque,Verified
30023,INV003450,2025-04-18,149322,SIP,432,Maharashtra,Nashik,B30,18-25,Female,4.2,Net Banking,Verified
30024,INV001550,2025-04-18,100016,SIP,4040,Punjab,Chandigarh,T30,18-25,Male,4.1,Net Banking,Pending
30025,INV002754,2025-04-18,148568,SIP,50223,Karnataka,Bangalore,T30,46-55,Male,82.6,UPI,Verified
30026,INV002758,2025-04-18,100016,SIP,561,Delhi,Gurugram,T30,26-35,Male,7.3,Mandate,Verified
30027,INV003696,2025-04-18,119092,SIP,50697,Tamil Nadu,Coimbatore,B30,18-25,Female,4.0,Net Banking,Verified
30028,INV003225,2025-04-18,100016,SIP,1639,West Bengal,Kolkata,T30,26-35,Male,9.2,Net Banking,Pending
30029,INV001069,2025-04-18,102887,Lumpsum,369580,Telangana,Hyderabad,T30,26-35,Male,19.1,Net Banking,Verified
30030,INV004864,2025-04-18,102885,Redemption,173772,Punjab,Amritsar,B30,26-35,Female,10.5,Cheque,Verified
30031,INV001409,2025-04-18,149324,SIP,2720,Haryana,Faridabad,B30,18-25,Male,4.5,UPI,Verified
30032,INV004293,2025-04-18,100016,Redemption,79201,Rajasthan,Jaipur,T30,36-45,Male,54.9,Mandate,Verified
30033,INV002615,2025-04-18,120503,SIP,4382,Tamil Nadu,Chennai,T30,26-35,Female,11.6,Cheque,Verified
30034,INV002292,2025-04-19,119599,Lumpsum,304133,Rajasthan,Udaipur,B30,36-45,Male,54.1,Cheque,Verified
30035,INV004228,2025-04-19,120504,SIP,1190,Madhya Pradesh,Bhopal,B30,26-35,Female,18.0,Net Banking,Pending
30036,INV000784,2025-04-19,149324,SIP,2196,Tamil Nadu,Chennai,T30,36-45,Male,19.6,Mandate,Verified
30037,INV002866,2025-04-19,120505,SIP,57572,Telangana,Hyderabad,T30,46-55,Male,95.2,Net Banking,Verified
30038,INV002342,2025-04-19,149324,SIP,1911,Maharashtra,Mumbai,T30,26-35,Male,15.8,Cheque,Verified
30039,INV003611,2025-04-19,149324,Lumpsum,16656,Uttar Pradesh,Kanpur,B30,18-25,Male,4.8,Cheque,Verified
30040,INV001442,2025-04-19,118636,SIP,4271,Uttar Pradesh,Lucknow,T30,26-35,Male,16.2,UPI,Verified
30041,INV000751,2025-04-19,148569,Lumpsum,73752,Uttar Pradesh,Kanpur,B30,36-45,Male,17.7,UPI,Verified
30042,INV001331,2025-04-19,120842,SIP,3264,Gujarat,Ahmedabad,T30,26-35,Male,17.5,Cheque,Verified
30043,INV003247,2025-04-19,120844,Redemption,333326,Madhya Pradesh,Indore,T30,46-55,Female,93.1,Cheque,Verified
30044,INV002990,2025-04-19,119552,Lumpsum,377628,Uttar Pradesh,Kanpur,B30,46-55,Female,79.4,Cheque,Verified
30045,INV003041,2025-04-19,119093,Lumpsum,244213,Madhya Pradesh,Bhopal,B30,36-45,Male,32.0,Net Banking,Verified
30046,INV002183,2025-04-19,119094,SIP,407,Uttar Pradesh,Kanpur,B30,46-55,Female,98.2,Cheque,Verified
30047,INV002224,2025-04-19,148567,Lumpsum,252690,Rajasthan,Udaipur,B30,26-35,Male,21.4,Net Banking,Verified
30048,INV000413,2025-04-19,148567,Lumpsum,65241,Haryana,Gurugram,T30,36-45,Female,49.8,UPI,Verified
30049,INV001070,2025-04-19,102886,Redemption,535320,Tamil Nadu,Coimbatore,B30,26-35,Male,11.9,Cheque,Verified
30050,INV001933,2025-04-19,119599,Lumpsum,413600,Rajasthan,Udaipur,B30,26-35,Male,16.4,Mandate,Verified
30051,INV003000,2025-04-19,101206,SIP,15067,Delhi,Gurugram,T30,36-45,Male,32.3,Net Banking,Verified
30052,INV003981,2025-04-19,102887,SIP,2183,Haryana,Faridabad,B30,46-55,Male,46.7,Mandate,Verified
30053,INV003717,2025-04-19,119598,Redemption,372160,Tamil Nadu,Coimbatore,B30,26-35,Female,20.8,Cheque,Verified
30054,INV000675,2025-04-19,118633,SIP,526,Uttar Pradesh,Kanpur,B30,36-45,Male,27.9,Net Banking,Verified
30055,INV001787,2025-04-19,118633,Redemption,357773,Maharashtra,Nashik,B30,56+,Female,37.0,Net Banking,Verified
30056,INV000432,2025-04-19,148567,SIP,2290,Maharashtra,Pune,T30,18-25,Female,6.7,Mandate,Verified
30057,INV004334,2025-04-19,100016,SIP,7515,Punjab,Amritsar,B30,26-35,Female,6.6,UPI,Verified
30058,INV003374,2025-04-19,148568,SIP,8397,Karnataka,Mysore,B30,26-35,Male,15.8,UPI,Verified
30059,INV001770,2025-04-19,101208,SIP,3289,Telangana,Hyderabad,T30,18-25,Male,6.3,Net Banking,Verified
30060,INV002993,2025-04-19,125497,SIP,26402,Maharashtra,Pune,T30,46-55,Male,36.0,UPI,Verified
30061,INV000286,2025-04-19,118634,SIP,2403,Madhya Pradesh,Indore,T30,26-35,Female,9.8,Net Banking,Verified
30062,INV003274,2025-04-19,149323,SIP,4507,Uttar Pradesh,Agra,B30,46-55,Male,74.6,UPI,Verified
30063,INV004833,2025-04-19,120503,SIP,10936,Madhya Pradesh,Bhopal,B30,26-35,Female,16.5,Mandate,Verified
30064,INV002745,2025-04-19,120507,SIP,2506,Uttar Pradesh,Agra,B30,18-25,Male,7.6,Net Banking,Pending
30065,INV002913,2025-04-19,102887,Lumpsum,426075,Delhi,New Delhi,T30,56+,Male,28.5,UPI,Verified
30066,INV000964,2025-04-19,118632,Redemption,88262,Haryana,Faridabad,B30,26-35,Male,6.7,Mandate,Verified
